Date,Location,ShortName,LongName,Census2019,Administered_Dose2,Series_Complete_18Plus,Series_Complete_Pop_Pct
2021-03-06,IN,INA,Indiana,6732219,675987,,
2021-03-06,KS,KSA,Kansas,2913314,233833,,
2021-03-06,KY,KYA,Kentucky,4467673,405706,,
2021-03-06,LA,LAA,Louisiana,4648794,425050,,
2021-03-06,MA,MAA,Massachusetts,6892503,642921,,
2021-03-06,MD,MDA,Maryland,6045680,569997,,
2021-03-06,ME,MEA,Maine,1344212,132299,,
2021-03-06,MH,MHA,Marshall Islands,58413,3215,,
2021-03-06,MI,MIA,Michigan,9986857,940722,,
2021-03-06,MN,MNA,Minnesota,5639632,544905,,
2021-03-06,MO,MOA,Missouri,6137428,530814,,
2021-03-06,MP,MPA,Northern Mariana Islands,56882,8357,,
2021-03-06,MS,MSA,Mississippi,2976149,255966,,
2021-03-06,MT,MTA,Montana,1068778,113254,,
2021-03-06,NC,NCA,North Carolina,10488084,976589,,
2021-03-06,ND,NDA,North Dakota,762062,91668,,
2021-03-06,NE,NEA,Nebraska,1934408,187852,,
2021-03-06,NH,NHA,New Hampshire,1359711,110025,,
2021-03-06,NJ,NJA,New Jersey,8882190,821146,,
2021-03-06,NM,NMA,New Mexico,2096829,284532,,
2021-03-06,NV,NVA,Nevada,3080156,274394,,
2021-03-06,NY,NYA,New York State,19453561,1655487,,
2021-03-06,OH,OHA,Ohio,11689100,1063390,,
2021-03-06,OK,OKA,Oklahoma,3956971,449798,,
2021-03-06,OR,ORA,Oregon,4217737,412573,,
2021-03-06,PA,PAA,Pennsylvania,12801989,1030772,,
2021-03-06,PR,PRA,Puerto Rico,3193694,223084,,
2021-03-06,RI,RIA,Rhode Island,1059361,89083,,
2021-03-06,RP,RPA,Republic of Palau,17907,3099,,
2021-03-06,SC,SCA,South Carolina,5148714,445381,,
2021-03-06,SD,SDA,South Dakota,884659,108430,,
2021-03-06,TN,TNA,Tennessee,6829174,546244,,
2021-03-06,TX,TXA,Texas,28995881,2409211,,
2021-03-06,UT,UTA,Utah,3205958,211460,,
2021-03-06,VA,VAA,Virginia,8535519,839517,,
2021-03-06,VA2,VA2,Veterans Health,0,930285,,
2021-03-06,VI,VIA,Virgin Islands,104680,7616,,
2021-03-06,VT,VTA,Vermont,623989,63211,,
2021-03-06,WA,WAA,Washington,7614893,733727,,
2021-03-06,WI,WIA,Wisconsin,5822434,606114,,
2021-03-06,WV,WVA,West Virginia,1792147,230801,,
2021-03-06,WY,WYA,Wyoming,578759,65167,,
2021-03-06,US,USA,United States,331996199,29776160,,
2021-03-06,LTC,LTC,Long Term Care,,,,
2021-03-07,AK,AKA,Alaska,731545,113792,,
2021-03-07,AL,ALA,Alabama,4903185,398035,,
2021-03-07,AR,ARA,Arkansas,3017804,273608,,
2021-03-07,AS,ASA,American Samoa,55689,8208,,
2021-03-07,AZ,AZA,Arizona,7278717,729803,,
2021-03-07,BP2,BP2,Bureau of Prisons,0,27841,,
2021-03-07,CA,CAA,California,39512223,3352223,,
2021-03-07,CO,COA,Colorado,5758736,567689,,
2021-03-07,CT,CTA,Connecticut,3565287,324448,,
2021-03-07,DC,DCA,District of Columbia,705749,80744,,
2021-03-07,DD2,DD2,Dept of Defense,0,361473,,
2021-03-07,DE,DEA,Delaware,973764,100801,,
2021-03-07,FL,FLA,Florida,21477737,2074589,,
2021-03-07,FM,FMA,Federated States of Micronesia,103643,6394,,
2021-03-07,GA,GAA,Georgia,10617423,899669,,
2021-03-07,GU,GUA,Guam,165768,20854,,
2021-03-07,HI,HIA,Hawaii,1415872,165707,,
2021-03-07,IA,IAA,Iowa,3155070,271606,,
2021-03-07,ID,IDA,Idaho,1787065,164500,,
2021-03-07,IH2,IH2,Indian Health Svc,2082813,214322,,
2021-03-07,IL,ILA,Illinois,12671821,1094967,,
2021-03-07,IN,INA,Indiana,6732219,696137,,
2021-03-07,KS,KSA,Kansas,2913314,244055,,
2021-03-07,KY,KYA,Kentucky,4467673,423066,,
2021-03-07,LA,LAA,Louisiana,4648794,425793,,
2021-03-07,MA,MAA,Massachusetts,6892503,669683,,
2021-03-07,MD,MDA,Maryland,6045680,582970,,
2021-03-07,ME,MEA,Maine,1344212,132588,,
2021-03-07,MH,MHA,Marshall Islands,58413,3261,,
2021-03-07,MI,MIA,Michigan,9986857,964944,,
2021-03-07,MN,MNA,Minnesota,5639632,561546,,
2021-03-07,MO,MOA,Missouri,6137428,547105,,
2021-03-07,MP,MPA,Northern Mariana Islands,56882,8444,,
2021-03-07,MS,MSA,Mississippi,2976149,265467,,
2021-03-07,MT,MTA,Montana,1068778,119764,,
2021-03-07,NC,NCA,North Carolina,10488084,1000175,,
2021-03-07,ND,NDA,North Dakota,762062,93863,,
2021-03-07,NE,NEA,Nebraska,1934408,196265,,
2021-03-07,NH,NHA,New Hampshire,1359711,112579,,
2021-03-07,NJ,NJA,New Jersey,8882190,841457,,
2021-03-07,NM,NMA,New Mexico,2096829,289944,,
2021-03-07,NV,NVA,Nevada,3080156,285336,,
2021-03-07,NY,NYA,New York State,19453561,1703626,,
2021-03-07,OH,OHA,Ohio,11689100,1108033,,
2021-03-07,OK,OKA,Oklahoma,3956971,460618,,
2021-03-07,OR,ORA,Oregon,4217737,423219,,
2021-03-07,PA,PAA,Pennsylvania,12801989,1035741,,
2021-03-07,PR,PRA,Puerto Rico,3193694,229772,,
2021-03-07,RI,RIA,Rhode Island,1059361,91551,,
2021-03-07,RP,RPA,Republic of Palau,17907,3099,,
2021-03-07,SC,SCA,South Carolina,5148714,479646,,
2021-03-07,SD,SDA,South Dakota,884659,111666,,
2021-03-07,TN,TNA,Tennessee,6829174,572915,,
2021-03-07,TX,TXA,Texas,28995881,2446292,,
2021-03-07,UT,UTA,Utah,3205958,211948,,
2021-03-07,VA,VAA,Virginia,8535519,858640,,
2021-03-07,VA2,VA2,Veterans Health,0,954657,,
2021-03-07,VI,VIA,Virgin Islands,104680,7622,,
2021-03-07,VT,VTA,Vermont,623989,65766,,
2021-03-07,WA,WAA,Washington,7614893,760004,,
2021-03-07,WI,WIA,Wisconsin,5822434,625268,,
2021-03-07,WV,WVA,West Virginia,1792147,233139,,
2021-03-07,WY,WYA,Wyoming,578759,65420,,
2021-03-07,US,USA,United States,331996199,30686881,,
2021-03-07,LTC,LTC,Long Term Care,,,,
2021-03-08,AK,AKA,Alaska,731545,,115042,15.8
2021-03-08,AL,ALA,Alabama,4903185,,409900,8.4
2021-03-08,AR,ARA,Arkansas,3017804,,277174,9.2
2021-03-08,AS,ASA,American Samoa,55689,,8167,14.8
2021-03-08,AZ,AZA,Arizona,7278717,,737812,10.1
2021-03-08,BP2,BP2,Bureau of Prisons,0,,27840,0.0
2021-03-08,CA,CAA,California,39512223,,3405773,8.6
2021-03-08,CO,COA,Colorado,5758736,,571826,9.9
2021-03-08,CT,CTA,Connecticut,3565287,,340632,9.6
2021-03-08,DC,DCA,District of Columbia,705749,,51721,7.3
2021-03-08,DD2,DD2,Dept of Defense,0,,365357,0.0
2021-03-08,DE,DEA,Delaware,973764,,100523,10.3
2021-03-08,FL,FLA,Florida,21477737,,2055468,9.6
2021-03-08,FM,FMA,Federated States of Micronesia,103643,,6425,6.2
2021-03-08,GA,GAA,Georgia,10617423,,904043,8.5
2021-03-08,GU,GUA,Guam,165768,,20918,12.6
2021-03-08,HI,HIA,Hawaii,1415872,,174861,12.4
2021-03-08,IA,IAA,Iowa,3155070,,304429,9.7
2021-03-08,ID,IDA,Idaho,1787065,,174476,9.8
2021-03-08,IH2,IH2,Indian Health Svc,2082813,,219417,10.6
2021-03-08,IL,ILA,Illinois,12671821,,1153369,9.1
2021-03-08,IN,INA,Indiana,6732219,,716611,10.6
2021-03-08,KS,KSA,Kansas,2913314,,261757,9.0
2021-03-08,KY,KYA,Kentucky,4467673,,443260,9.9
2021-03-08,LA,LAA,Louisiana,4648794,,461555,9.9
2021-03-08,MA,MAA,Massachusetts,6892503,,694687,10.1
2021-03-08,MD,MDA,Maryland,6045680,,628774,10.4
2021-03-08,ME,MEA,Maine,1344212,,148643,11.1
2021-03-08,MH,MHA,Marshall Islands,58413,,3262,5.6
2021-03-08,MI,MIA,Michigan,9986857,,1002370,10.0
2021-03-08,MN,MNA,Minnesota,5639632,,592690,10.5
2021-03-08,MO,MOA,Missouri,6137428,,541426,8.8
2021-03-08,MP,MPA,Northern Mariana Islands,56882,,8445,14.8
2021-03-08,MS,MSA,Mississippi,2976149,,278752,9.4
2021-03-08,MT,MTA,Montana,1068778,,122770,11.5
2021-03-08,NC,NCA,North Carolina,10488084,,1007229,9.6
2021-03-08,ND,NDA,North Dakota,762062,,91399,12.0
2021-03-08,NE,NEA,Nebraska,1934408,,203843,10.5
2021-03-08,NH,NHA,New Hampshire,1359711,,119965,8.8
2021-03-08,NJ,NJA,New Jersey,8882190,,897594,10.1
2021-03-08,NM,NMA,New Mexico,2096829,,302533,14.5
2021-03-08,NV,NVA,Nevada,3080156,,294841,9.6
2021-03-08,NY,NYA,New York State,19453561,,1751590,9.0
2021-03-08,OH,OHA,Ohio,11689100,,1151010,9.9
2021-03-08,OK,OKA,Oklahoma,3956971,,465324,11.8
2021-03-08,OR,ORA,Oregon,4217737,,431340,10.2
2021-03-08,PA,PAA,Pennsylvania,12801989,,1042569,8.1
2021-03-08,PR,PRA,Puerto Rico,3193694,,231547,7.3
2021-03-08,RI,RIA,Rhode Island,1059361,,93135,8.8
2021-03-08,RP,RPA,Republic of Palau,17907,,3129,17.5
2021-03-08,SC,SCA,South Carolina,5148714,,498988,9.7
2021-03-08,SD,SDA,South Dakota,884659,,113641,12.9
2021-03-08,TN,TNA,Tennessee,6829174,,573197,8.4
2021-03-08,TX,TXA,Texas,28995881,,2383046,8.3
2021-03-08,US,USA,United States,331996199,,31470910,9.5
2021-03-08,UT,UTA,Utah,3205958,,216758,6.8
2021-03-08,VA,VAA,Virginia,8535519,,889085,10.4
2021-03-08,VA2,VA2,Veterans Health,0,,981958,0.0
2021-03-08,VI,VIA,Virgin Islands,104680,,7541,7.2
2021-03-08,VT,VTA,Vermont,623989,,67440,10.8
2021-03-08,WA,WAA,Washington,7614893,,787962,10.4
2021-03-08,WI,WIA,Wisconsin,5822434,,639429,11.0
2021-03-08,WV,WVA,West Virginia,1792147,,229997,12.8
2021-03-08,WY,WYA,Wyoming,578759,,68201,11.8
2021-03-08,LTC,LTC,Long Term Care,,,,
2021-03-09,AK,AKA,Alaska,731545,,116751,16.0
2021-03-09,AL,ALA,Alabama,4903185,,420040,8.6
2021-03-09,AR,ARA,Arkansas,3017804,,279772,9.3
2021-03-09,AS,ASA,American Samoa,55689,,8167,14.8
2021-03-09,AZ,AZA,Arizona,7278717,,749605,10.3
2021-03-09,BP2,BP2,Bureau of Prisons,0,,28140,0.0
2021-03-09,CA,CAA,California,39512223,,3443578,8.7
2021-03-09,CO,COA,Colorado,5758736,,584720,10.2
2021-03-09,CT,CTA,Connecticut,3565287,,345330,9.7
2021-03-09,DC,DCA,District of Columbia,705749,,52811,7.5
2021-03-09,DD2,DD2,Dept of Defense,0,,436125,0.0
2021-03-09,DE,DEA,Delaware,973764,,103602,10.6
2021-03-09,FL,FLA,Florida,21477737,,2074393,9.7
2021-03-09,FM,FMA,Federated States of Micronesia,103643,,6670,6.4
2021-03-09,GA,GAA,Georgia,10617423,,910455,8.6
2021-03-09,GU,GUA,Guam,165768,,22194,13.4
2021-03-09,HI,HIA,Hawaii,1415872,,179898,12.7
2021-03-09,IA,IAA,Iowa,3155070,,313167,9.9
2021-03-09,ID,IDA,Idaho,1787065,,178257,10.0
2021-03-09,IH2,IH2,Indian Health Svc,2082813,,220673,10.6
2021-03-09,IL,ILA,Illinois,12671821,,1166413,9.2
2021-03-09,IN,INA,Indiana,6732219,,723908,10.8
2021-03-09,KS,KSA,Kansas,2913314,,265021,9.1
2021-03-09,KY,KYA,Kentucky,4467673,,448122,10.0
2021-03-09,LA,LAA,Louisiana,4648794,,465175,10.0
2021-03-09,MA,MAA,Massachusetts,6892503,,706554,10.3
2021-03-09,MD,MDA,Maryland,6045680,,646892,10.7
2021-03-09,ME,MEA,Maine,1344212,,152083,11.3
2021-03-09,MH,MHA,Marshall Islands,58413,,3743,6.4
2021-03-09,MI,MIA,Michigan,9986857,,1009405,10.1
2021-03-09,MN,MNA,Minnesota,5639632,,603536,10.7
2021-03-09,MO,MOA,Missouri,6137428,,544059,8.9
2021-03-09,MP,MPA,Northern Mariana Islands,56882,,8632,15.2
2021-03-09,MS,MSA,Mississippi,2976149,,280326,9.4
2021-03-09,MT,MTA,Montana,1068778,,123520,11.6
2021-03-09,NC,NCA,North Carolina,10488084,,1015320,9.7
2021-03-09,ND,NDA,North Dakota,762062,,91818,12.1
2021-03-09,NE,NEA,Nebraska,1934408,,209227,10.8
2021-03-09,NH,NHA,New Hampshire,1359711,,123279,9.1
2021-03-09,NJ,NJA,New Jersey,8882190,,922683,10.4
2021-03-09,NM,NMA,New Mexico,2096829,,303906,14.5
2021-03-09,NV,NVA,Nevada,3080156,,298334,9.7
2021-03-09,NY,NYA,New York State,19453561,,1791829,9.2
2021-03-09,OH,OHA,Ohio,11689100,,1177981,10.1
2021-03-09,OK,OKA,Oklahoma,3956971,,468148,11.8
2021-03-09,OR,ORA,Oregon,4217737,,440115,10.4
2021-03-09,PA,PAA,Pennsylvania,12801989,,1117253,8.7
2021-03-09,PR,PRA,Puerto Rico,3193694,,232109,7.3
2021-03-09,RI,RIA,Rhode Island,1059361,,94289,8.9
2021-03-09,RP,RPA,Republic of Palau,17907,,3130,17.5
2021-03-09,SC,SCA,South Carolina,5148714,,505267,9.8
2021-03-09,SD,SDA,South Dakota,884659,,113729,12.9
2021-03-09,TN,TNA,Tennessee,6829174,,575673,8.4
2021-03-09,TX,TXA,Texas,28995881,,2451489,8.5
2021-03-09,US,USA,United States,331996199,,32079368,9.7
2021-03-09,UT,UTA,Utah,3205958,,236490,7.4
2021-03-09,VA,VAA,Virginia,8535519,,916986,10.7
2021-03-09,VA2,VA2,Veterans Health,0,,988078,0.0
2021-03-09,VI,VIA,Virgin Islands,104680,,7662,7.3
2021-03-09,VT,VTA,Vermont,623989,,69102,11.1
2021-03-09,WA,WAA,Washington,7614893,,803966,10.6
2021-03-09,WI,WIA,Wisconsin,5822434,,642059,11.0
2021-03-09,WV,WVA,West Virginia,1792147,,231136,12.9
2021-03-09,WY,WYA,Wyoming,578759,,68271,11.8
2021-03-09,LTC,LTC,Long Term Care,,,,
2021-03-10,AK,AKA,Alaska,731545,,118470,16.3
2021-03-10,AL,ALA,Alabama,4903185,,434974,8.9
2021-03-10,AR,ARA,Arkansas,3017804,,285241,9.5
2021-03-10,AS,ASA,American Samoa,55689,,8604,15.6
2021-03-10,AZ,AZA,Arizona,7278717,,766489,10.5
2021-03-10,BP2,BP2,Bureau of Prisons,0,,28645,0.0
2021-03-10,CA,CAA,California,39512223,,3483935,8.8
2021-03-10,CO,COA,Colorado,5758736,,609261,10.6
2021-03-10,CT,CTA,Connecticut,3565287,,354066,9.9
2021-03-10,DC,DCA,District of Columbia,705749,,54736,7.8
2021-03-10,DD2,DD2,Dept of Defense,0,,442006,0.0
2021-03-10,DE,DEA,Delaware,973764,,103824,10.7
2021-03-10,FL,FLA,Florida,21477737,,2111540,9.8
2021-03-10,FM,FMA,Federated States of Micronesia,103643,,6857,6.6
2021-03-10,GA,GAA,Georgia,10617423,,911811,8.6
2021-03-10,GU,GUA,Guam,165768,,23817,14.4
2021-03-10,HI,HIA,Hawaii,1415872,,184541,13.0
2021-03-10,IA,IAA,Iowa,3155070,,322858,10.2
2021-03-10,ID,IDA,Idaho,1787065,,182272,10.2
2021-03-10,IH2,IH2,Indian Health Svc,2082813,,228335,11.0
2021-03-10,IL,ILA,Illinois,12671821,,1200226,9.5
2021-03-10,IN,INA,Indiana,6732219,,744902,11.1
2021-03-10,KS,KSA,Kansas,2913314,,273010,9.4
2021-03-10,KY,KYA,Kentucky,4467673,,456097,10.2
2021-03-10,LA,LAA,Louisiana,4648794,,475683,10.2
2021-03-10,MA,MAA,Massachusetts,6892503,,748898,10.9
2021-03-10,MD,MDA,Maryland,6045680,,666281,11.0
2021-03-10,ME,MEA,Maine,1344212,,156423,11.6
2021-03-10,MH,MHA,Marshall Islands,58413,,4040,6.9
2021-03-10,MI,MIA,Michigan,9986857,,1025491,10.3
2021-03-10,MN,MNA,Minnesota,5639632,,617281,11.0
2021-03-10,MO,MOA,Missouri,6137428,,564343,9.2
2021-03-10,MP,MPA,Northern Mariana Islands,56882,,8731,15.4
2021-03-10,MS,MSA,Mississippi,2976149,,289780,9.7
2021-03-10,MT,MTA,Montana,1068778,,125996,11.8
2021-03-10,NC,NCA,North Carolina,10488084,,1039984,9.9
2021-03-10,ND,NDA,North Dakota,762062,,93551,12.3
2021-03-10,NE,NEA,Nebraska,1934408,,214935,11.1
2021-03-10,NH,NHA,New Hampshire,1359711,,128164,9.4
2021-03-10,NJ,NJA,New Jersey,8882190,,952498,10.7
2021-03-10,NM,NMA,New Mexico,2096829,,304609,14.6
2021-03-10,NV,NVA,Nevada,3080156,,304130,9.9
2021-03-10,NY,NYA,New York State,19453561,,1844652,9.5
2021-03-10,OH,OHA,Ohio,11689100,,1209403,10.4
2021-03-10,OK,OKA,Oklahoma,3956971,,478896,12.1
2021-03-10,OR,ORA,Oregon,4217737,,446435,10.6
2021-03-10,PA,PAA,Pennsylvania,12801989,,1161230,9.1
2021-03-10,PR,PRA,Puerto Rico,3193694,,248646,7.8
2021-03-10,RI,RIA,Rhode Island,1059361,,97155,9.2
2021-03-10,RP,RPA,Republic of Palau,17907,,3134,17.5
2021-03-10,SC,SCA,South Carolina,5148714,,515876,10.0
2021-03-10,SD,SDA,South Dakota,884659,,115951,13.1
2021-03-10,TN,TNA,Tennessee,6829174,,591701,8.7
2021-03-10,TX,TXA,Texas,28995881,,2529051,8.8
2021-03-10,US,USA,United States,331996199,,32880833,9.9
2021-03-10,UT,UTA,Utah,3205958,,243663,7.6
2021-03-10,VA,VAA,Virginia,8535519,,949416,11.1
2021-03-10,VA2,VA2,Veterans Health,0,,1015734,0.0
2021-03-10,VI,VIA,Virgin Islands,104680,,7893,7.5
2021-03-10,VT,VTA,Vermont,623989,,69882,11.2
2021-03-10,WA,WAA,Washington,7614893,,819258,10.8
2021-03-10,WI,WIA,Wisconsin,5822434,,652512,11.2
2021-03-10,WV,WVA,West Virginia,1792147,,232587,13.0
2021-03-10,WY,WYA,Wyoming,578759,,70901,12.3
2021-03-10,LTC,LTC,Long Term Care,,,,
2021-03-11,US,USA,United States,331996199,,33839130,10.2
2021-03-11,AK,AKA,Alaska,731545,,121574,16.7
2021-03-11,AL,ALA,Alabama,4903185,,452698,9.2
2021-03-11,AR,ARA,Arkansas,3017804,,285768,9.5
2021-03-11,AS,ASA,American Samoa,55689,,8604,15.6
2021-03-11,AZ,AZA,Arizona,7278717,,791577,10.9
2021-03-11,BP2,BP2,Bureau of Prisons,0,,29287,0.0
2021-03-11,CA,CAA,California,39512223,,3540224,9.0
2021-03-11,CO,COA,Colorado,5758736,,640083,11.1
2021-03-11,CT,CTA,Connecticut,3565287,,362374,10.2
2021-03-11,DC,DCA,District of Columbia,705749,,56457,8.0
2021-03-11,DD2,DD2,Dept of Defense,0,,450309,0.0
2021-03-11,DE,DEA,Delaware,973764,,108188,11.1
2021-03-11,FL,FLA,Florida,21477737,,2179224,10.1
2021-03-11,FM,FMA,Federated States of Micronesia,103643,,7021,6.8
2021-03-11,GA,GAA,Georgia,10617423,,936280,8.8
2021-03-11,GU,GUA,Guam,165768,,25251,15.2
2021-03-11,HI,HIA,Hawaii,1415872,,188656,13.3
2021-03-11,IA,IAA,Iowa,3155070,,339237,10.8
2021-03-11,ID,IDA,Idaho,1787065,,187362,10.5
2021-03-11,IH2,IH2,Indian Health Svc,2082813,,233857,11.3
2021-03-11,IL,ILA,Illinois,12671821,,1245092,9.8
2021-03-11,IN,INA,Indiana,6732219,,765188,11.4
2021-03-11,KS,KSA,Kansas,2913314,,284589,9.8
2021-03-11,KY,KYA,Kentucky,4467673,,467223,10.5
2021-03-11,LA,LAA,Louisiana,4648794,,487782,10.5
2021-03-11,MA,MAA,Massachusetts,6892503,,775818,11.3
2021-03-11,MD,MDA,Maryland,6045680,,688215,11.4
2021-03-11,ME,MEA,Maine,1344212,,157354,11.7
2021-03-11,MH,MHA,Marshall Islands,58413,,4414,7.6
2021-03-11,MI,MIA,Michigan,9986857,,1050238,10.5
2021-03-11,MN,MNA,Minnesota,5639632,,645973,11.5
2021-03-11,MO,MOA,Missouri,6137428,,581711,9.5
2021-03-11,MP,MPA,Northern Mariana Islands,56882,,8880,15.6
2021-03-11,MS,MSA,Mississippi,2976149,,298320,10.0
2021-03-11,MT,MTA,Montana,1068778,,130918,12.3
2021-03-11,NC,NCA,North Carolina,10488084,,1071274,10.2
2021-03-11,ND,NDA,North Dakota,762062,,96427,12.7
2021-03-11,NE,NEA,Nebraska,1934408,,226279,11.7
2021-03-11,NH,NHA,New Hampshire,1359711,,134584,9.9
2021-03-11,NJ,NJA,New Jersey,8882190,,997265,11.2
2021-03-11,NM,NMA,New Mexico,2096829,,315495,15.1
2021-03-11,NV,NVA,Nevada,3080156,,316609,10.3
2021-03-11,NY,NYA,New York State,19453561,,1899377,9.8
2021-03-11,OH,OHA,Ohio,11689100,,1241934,10.6
2021-03-11,OK,OKA,Oklahoma,3956971,,486279,12.3
2021-03-11,OR,ORA,Oregon,4217737,,447399,10.6
2021-03-11,PA,PAA,Pennsylvania,12801989,,1203165,9.4
2021-03-11,PR,PRA,Puerto Rico,3193694,,249115,7.8
2021-03-11,RI,RIA,Rhode Island,1059361,,101321,9.6
2021-03-11,RP,RPA,Republic of Palau,17907,,3136,17.5
2021-03-11,SC,SCA,South Carolina,5148714,,531040,10.3
2021-03-11,SD,SDA,South Dakota,884659,,119574,13.5
2021-03-11,TN,TNA,Tennessee,6829174,,606937,8.9
2021-03-11,TX,TXA,Texas,28995881,,2588844,9.0
2021-03-11,UT,UTA,Utah,3205958,,243972,7.6
2021-03-11,VA,VAA,Virginia,8535519,,984990,11.5
2021-03-11,VA2,VA2,Veterans Health,0,,1052092,0.0
2021-03-11,VI,VIA,Virgin Islands,104680,,8099,7.7
2021-03-11,VT,VTA,Vermont,623989,,71593,11.5
2021-03-11,WA,WAA,Washington,7614893,,854270,11.2
2021-03-11,WI,WIA,Wisconsin,5822434,,667976,11.5
2021-03-11,WV,WVA,West Virginia,1792147,,238557,13.3
2021-03-11,WY,WYA,Wyoming,578759,,71197,12.3
2021-03-11,LTC,LTC,Long Term Care,,,,
2021-03-12,US,USA,United States,331996199,,34955860,10.5
2021-03-12,AK,AKA,Alaska,731545,,122991,17.0
2021-03-12,AL,ALA,Alabama,4903185,,472196,9.6
2021-03-12,AR,ARA,Arkansas,3017804,,297070,9.8
2021-03-12,AS,ASA,American Samoa,55689,,8518,15.6
2021-03-12,AZ,AZA,Arizona,7278717,,824176,11.3
2021-03-12,BP2,BP2,Bureau of Prisons,0,,30234,0.0
2021-03-12,CA,CAA,California,39512223,,3611446,9.1
2021-03-12,CO,COA,Colorado,5758736,,664796,11.6
2021-03-12,CT,CTA,Connecticut,3565287,,374464,10.5
2021-03-12,DC,DCA,District of Columbia,705749,,58019,8.2
2021-03-12,DD2,DD2,Dept of Defense,0,,460780,0.0
2021-03-12,DE,DEA,Delaware,973764,,111284,11.4
2021-03-12,FL,FLA,Florida,21477737,,2242285,10.4
2021-03-12,FM,FMA,Federated States of Micronesia,103643,,7261,7.0
2021-03-12,GA,GAA,Georgia,10617423,,979353,9.2
2021-03-12,GU,GUA,Guam,165768,,26566,16.0
2021-03-12,HI,HIA,Hawaii,1415872,,193502,13.7
2021-03-12,IA,IAA,Iowa,3155070,,358970,11.4
2021-03-12,ID,IDA,Idaho,1787065,,193466,10.8
2021-03-12,IH2,IH2,Indian Health Svc,2082813,,241575,11.7
2021-03-12,IL,ILA,Illinois,12671821,,1327957,10.5
2021-03-12,IN,INA,Indiana,6732219,,791679,11.8
2021-03-12,KS,KSA,Kansas,2913314,,303040,10.4
2021-03-12,KY,KYA,Kentucky,4467673,,484540,10.9
2021-03-12,LA,LAA,Louisiana,4648794,,505090,10.9
2021-03-12,MA,MAA,Massachusetts,6892503,,810165,11.8
2021-03-12,MD,MDA,Maryland,6045680,,705713,11.7
2021-03-12,ME,MEA,Maine,1344212,,172086,12.8
2021-03-12,MH,MHA,Marshall Islands,58413,,4723,8.1
2021-03-12,MI,MIA,Michigan,9986857,,1081590,10.8
2021-03-12,MN,MNA,Minnesota,5639632,,664142,11.8
2021-03-12,MO,MOA,Missouri,6137428,,597756,9.7
2021-03-12,MP,MPA,Northern Mariana Islands,56882,,8986,15.8
2021-03-12,MS,MSA,Mississippi,2976149,,298820,10.0
2021-03-12,MT,MTA,Montana,1068778,,136257,12.8
2021-03-12,NC,NCA,North Carolina,10488084,,1128906,10.8
2021-03-12,ND,NDA,North Dakota,762062,,100845,13.3
2021-03-12,NE,NEA,Nebraska,1934408,,240067,12.4
2021-03-12,NH,NHA,New Hampshire,1359711,,140589,10.4
2021-03-12,NJ,NJA,New Jersey,8882190,,1025774,11.6
2021-03-12,NM,NMA,New Mexico,2096829,,324679,15.6
2021-03-12,NV,NVA,Nevada,3080156,,328194,10.7
2021-03-12,NY,NYA,New York State,19453561,,1952716,10.0
2021-03-12,OH,OHA,Ohio,11689100,,1285925,11.0
2021-03-12,OK,OKA,Oklahoma,3956971,,492669,12.5
2021-03-12,OR,ORA,Oregon,4217737,,460030,10.9
2021-03-12,PA,PAA,Pennsylvania,12801989,,1209732,9.5
2021-03-12,PR,PRA,Puerto Rico,3193694,,259212,8.1
2021-03-12,RI,RIA,Rhode Island,1059361,,104218,9.8
2021-03-12,RP,RPA,Republic of Palau,17907,,3136,17.5
2021-03-12,SC,SCA,South Carolina,5148714,,544797,10.6
2021-03-12,SD,SDA,South Dakota,884659,,124758,14.1
2021-03-12,TN,TNA,Tennessee,6829174,,623374,9.1
2021-03-12,TX,TXA,Texas,28995881,,2681026,9.3
2021-03-12,UT,UTA,Utah,3205958,,253967,7.9
2021-03-12,VA,VAA,Virginia,8535519,,1015040,11.9
2021-03-12,VA2,VA2,Veterans Health,0,,1088865,0.0
2021-03-12,VI,VIA,Virgin Islands,104680,,8311,7.9
2021-03-12,VT,VTA,Vermont,623989,,72915,11.7
2021-03-12,WA,WAA,Washington,7614893,,877626,11.5
2021-03-12,WI,WIA,Wisconsin,5822434,,691239,11.9
2021-03-12,WV,WVA,West Virginia,1792147,,246584,13.8
2021-03-12,WY,WYA,Wyoming,578759,,75005,13.0
2021-03-12,LTC,LTC,Long Term Care,,,,
2021-03-13,US,USA,United States,331996199,,36883178,11.1
2021-03-13,AK,AKA,Alaska,731545,,125432,17.3
2021-03-13,AL,ALA,Alabama,4903185,,492617,10.0
2021-03-13,AR,ARA,Arkansas,3017804,,309655,10.3
2021-03-13,AS,ASA,American Samoa,55689,,8525,15.6
2021-03-13,AZ,AZA,Arizona,7278717,,857026,11.8
2021-03-13,BP2,BP2,Bureau of Prisons,0,,30731,0.0
2021-03-13,CA,CAA,California,39512223,,3815492,9.7
2021-03-13,CO,COA,Colorado,5758736,,694430,12.1
2021-03-13,CT,CTA,Connecticut,3565287,,495747,13.9
2021-03-13,DC,DCA,District of Columbia,705749,,59906,8.5
2021-03-13,DD2,DD2,Dept of Defense,0,,488282,0.0
2021-03-13,DE,DEA,Delaware,973764,,115351,11.9
2021-03-13,FL,FLA,Florida,21477737,,2398479,11.2
2021-03-13,FM,FMA,Federated States of Micronesia,103643,,7459,7.2
2021-03-13,GA,GAA,Georgia,10617423,,1007991,9.5
