Date,Location,ShortName,LongName,Census2019,Administered_Dose2,Series_Complete_18Plus,Series_Complete_Pop_Pct
2021-06-21,CO,COA,Colorado,5758736,,2752590,50.2
2021-06-21,CT,CTA,Connecticut,3565287,,1999158,59.0
2021-06-21,DC,DCA,District of Columbia,705749,,350269,50.7
2021-06-21,DD2,DD2,Dept of Defense,0,,1678259,0.0
2021-06-21,DE,DEA,Delaware,973764,,448839,48.0
2021-06-21,FL,FLA,Florida,21477737,,9241954,44.1
2021-06-21,FM,FMA,Federated States of Micronesia,103643,,23796,23.0
2021-06-21,GA,GAA,Georgia,10617423,,3610817,34.8
2021-06-21,GU,GUA,Guam,165768,,80756,51.3
2021-06-21,HI,HIA,Hawaii,1415872,,693835,50.9
2021-06-21,IA,IAA,Iowa,3155070,,1432662,47.1
2021-06-21,ID,IDA,Idaho,1787065,,630055,35.3
2021-06-21,IH2,IH2,Indian Health Svc,2082813,,620293,31.2
2021-06-21,IL,ILA,Illinois,12671821,,5373808,44.4
2021-06-21,IN,INA,Indiana,6732219,,2548295,39.1
2021-06-21,KS,KSA,Kansas,2913314,,1159452,41.0
2021-06-21,KY,KYA,Kentucky,4467673,,1831893,42.2
2021-06-21,LA,LAA,Louisiana,4648794,,1544280,33.8
2021-06-21,MA,MAA,Massachusetts,6892503,,3926056,60.0
2021-06-21,MD,MDA,Maryland,6045680,,3092110,53.8
2021-06-21,ME,MEA,Maine,1344212,,771116,59.9
2021-06-21,MH,MHA,Marshall Islands,58413,,15301,26.2
2021-06-21,MI,MIA,Michigan,9986857,,4428571,46.1
2021-06-21,MN,MNA,Minnesota,5639632,,2697713,50.3
2021-06-21,MO,MOA,Missouri,6137428,,2269182,38.1
2021-06-21,MP,MPA,Northern Mariana Islands,56882,,23904,44.1
2021-06-21,MS,MSA,Mississippi,2976149,,848378,28.9
2021-06-21,MT,MTA,Montana,1068778,,431802,41.6
2021-06-21,NC,NCA,North Carolina,10488084,,3923333,38.6
2021-06-21,ND,NDA,North Dakota,762062,,284688,38.3
2021-06-21,NE,NEA,Nebraska,1934408,,844415,45.2
2021-06-21,NH,NHA,New Hampshire,1359711,,714884,54.9
2021-06-21,NJ,NJA,New Jersey,8882190,,4642222,54.6
2021-06-21,NM,NMA,New Mexico,2096829,,1049020,52.5
2021-06-21,NV,NVA,Nevada,3080156,,1215965,40.6
2021-06-21,NY,NYA,New York State,19453561,,9783915,52.2
2021-06-21,OH,OHA,Ohio,11689100,,4929955,43.7
2021-06-21,OK,OKA,Oklahoma,3956971,,1440177,37.3
2021-06-21,OR,ORA,Oregon,4217737,,2078745,51.6
2021-06-21,PA,PAA,Pennsylvania,12801989,,5998371,48.5
2021-06-21,PR,PRA,Puerto Rico,3193694,,1327661,43.2
2021-06-21,RI,RIA,Rhode Island,1059361,,580533,57.3
2021-06-21,RP,RPA,Republic of Palau,17907,,12523,69.9
2021-06-21,SC,SCA,South Carolina,5148714,,1858521,37.0
2021-06-21,SD,SDA,South Dakota,884659,,383421,44.5
2021-06-21,TN,TNA,Tennessee,6829174,,2307099,34.5
2021-06-21,TX,TXA,Texas,28995881,,10981364,39.8
2021-06-21,UT,UTA,Utah,3205958,,1091151,35.9
2021-06-21,VA,VAA,Virginia,8535519,,4087664,50.3
2021-06-21,VA2,VA2,Veterans Health,0,,2674299,0.0
2021-06-21,VI,VIA,Virgin Islands,104680,,33245,32.4
2021-06-21,VT,VTA,Vermont,623989,,380345,64.3
2021-06-21,WA,WAA,Washington,7614893,,3849177,52.9
2021-06-21,WI,WIA,Wisconsin,5822434,,2693349,47.9
2021-06-21,WV,WVA,West Virginia,1792147,,633658,36.5
2021-06-21,WY,WYA,Wyoming,578759,,190352,33.6
2021-06-21,LTC,LTC,Long Term Care,,,,
2021-06-22,US,USA,United States,331996199,,144571644,45.3
2021-06-22,AK,AKA,Alaska,731545,,292807,41.8
2021-06-22,AL,ALA,Alabama,4903185,,1542487,32.0
2021-06-22,AR,ARA,Arkansas,3017804,,981627,33.4
2021-06-22,AS,ASA,American Samoa,55689,,19776,36.9
2021-06-22,AZ,AZA,Arizona,7278717,,2750567,39.2
2021-06-22,BP2,BP2,Bureau of Prisons,0,,94851,0.0
2021-06-22,CA,CAA,California,39512223,,18153460,48.4
2021-06-22,CO,COA,Colorado,5758736,,2757332,50.3
2021-06-22,CT,CTA,Connecticut,3565287,,2001545,59.1
2021-06-22,DC,DCA,District of Columbia,705749,,350803,50.8
2021-06-22,DD2,DD2,Dept of Defense,0,,1679412,0.0
2021-06-22,DE,DEA,Delaware,973764,,449703,48.1
2021-06-22,FL,FLA,Florida,21477737,,9261705,44.2
2021-06-22,FM,FMA,Federated States of Micronesia,103643,,24130,23.3
2021-06-22,GA,GAA,Georgia,10617423,,3661735,35.4
2021-06-22,GU,GUA,Guam,165768,,80769,51.3
2021-06-22,HI,HIA,Hawaii,1415872,,694323,51.0
2021-06-22,IA,IAA,Iowa,3155070,,1433842,47.1
2021-06-22,ID,IDA,Idaho,1787065,,630563,35.3
2021-06-22,IH2,IH2,Indian Health Svc,2082813,,620371,31.2
2021-06-22,IL,ILA,Illinois,12671821,,5380526,44.5
2021-06-22,IN,INA,Indiana,6732219,,2550198,39.1
2021-06-22,KS,KSA,Kansas,2913314,,1160304,41.0
2021-06-22,KY,KYA,Kentucky,4467673,,1834317,42.3
2021-06-22,LA,LAA,Louisiana,4648794,,1545564,33.8
2021-06-22,MA,MAA,Massachusetts,6892503,,3931089,60.1
2021-06-22,MD,MDA,Maryland,6045680,,3103121,54.0
2021-06-22,ME,MEA,Maine,1344212,,775258,60.2
2021-06-22,MH,MHA,Marshall Islands,58413,,15301,26.2
2021-06-22,MI,MIA,Michigan,9986857,,4432707,46.1
2021-06-22,MN,MNA,Minnesota,5639632,,2699303,50.3
2021-06-22,MO,MOA,Missouri,6137428,,2270969,38.1
2021-06-22,MP,MPA,Northern Mariana Islands,56882,,24137,44.6
2021-06-22,MS,MSA,Mississippi,2976149,,854916,29.1
2021-06-22,MT,MTA,Montana,1068778,,431982,41.6
2021-06-22,NC,NCA,North Carolina,10488084,,3926433,38.7
2021-06-22,ND,NDA,North Dakota,762062,,284724,38.3
2021-06-22,NE,NEA,Nebraska,1934408,,851509,45.7
2021-06-22,NH,NHA,New Hampshire,1359711,,714981,54.9
2021-06-22,NJ,NJA,New Jersey,8882190,,4669236,54.9
2021-06-22,NM,NMA,New Mexico,2096829,,1049786,52.5
2021-06-22,NV,NVA,Nevada,3080156,,1217998,40.7
2021-06-22,NY,NYA,New York State,19453561,,9801144,52.3
2021-06-22,OH,OHA,Ohio,11689100,,4936116,43.7
2021-06-22,OK,OKA,Oklahoma,3956971,,1441241,37.4
2021-06-22,OR,ORA,Oregon,4217737,,2080273,51.7
2021-06-22,PA,PAA,Pennsylvania,12801989,,6007112,48.6
2021-06-22,PR,PRA,Puerto Rico,3193694,,1327696,43.2
2021-06-22,RI,RIA,Rhode Island,1059361,,581316,57.4
2021-06-22,RP,RPA,Republic of Palau,17907,,12667,70.7
2021-06-22,SC,SCA,South Carolina,5148714,,1861190,37.1
2021-06-22,SD,SDA,South Dakota,884659,,384673,44.7
2021-06-22,TN,TNA,Tennessee,6829174,,2309535,34.6
2021-06-22,TX,TXA,Texas,28995881,,11003023,39.9
2021-06-22,UT,UTA,Utah,3205958,,1105010,36.5
2021-06-22,VA,VAA,Virginia,8535519,,4095093,50.5
2021-06-22,VA2,VA2,Veterans Health,0,,2674309,0.0
2021-06-22,VI,VIA,Virgin Islands,104680,,33359,32.5
2021-06-22,VT,VTA,Vermont,623989,,380818,64.4
2021-06-22,WA,WAA,Washington,7614893,,3849457,52.9
2021-06-22,WI,WIA,Wisconsin,5822434,,2695287,48.0
2021-06-22,WV,WVA,West Virginia,1792147,,634356,36.5
2021-06-22,WY,WYA,Wyoming,578759,,191061,33.7
2021-06-22,LTC,LTC,Long Term Care,,,,
2021-06-23,US,USA,United States,331996199,,144863642,45.4
2021-06-23,AK,AKA,Alaska,731545,,293019,41.9
2021-06-23,AL,ALA,Alabama,4903185,,1545748,32.0
2021-06-23,AR,ARA,Arkansas,3017804,,983356,33.5
2021-06-23,AS,ASA,American Samoa,55689,,19776,36.9
2021-06-23,AZ,AZA,Arizona,7278717,,2755053,39.3
2021-06-23,BP2,BP2,Bureau of Prisons,0,,94895,0.0
2021-06-23,CA,CAA,California,39512223,,18197023,48.5
2021-06-23,CO,COA,Colorado,5758736,,2763957,50.5
2021-06-23,CT,CTA,Connecticut,3565287,,2004362,59.2
2021-06-23,DC,DCA,District of Columbia,705749,,351322,50.9
2021-06-23,DD2,DD2,Dept of Defense,0,,1684571,0.0
2021-06-23,DE,DEA,Delaware,973764,,450385,48.2
2021-06-23,FL,FLA,Florida,21477737,,9281623,44.3
2021-06-23,FM,FMA,Federated States of Micronesia,103643,,24304,23.5
2021-06-23,GA,GAA,Georgia,10617423,,3662225,35.4
2021-06-23,GU,GUA,Guam,165768,,80808,51.4
2021-06-23,HI,HIA,Hawaii,1415872,,695703,51.1
2021-06-23,IA,IAA,Iowa,3155070,,1435434,47.2
2021-06-23,ID,IDA,Idaho,1787065,,631940,35.4
2021-06-23,IH2,IH2,Indian Health Svc,2082813,,621160,31.3
2021-06-23,IL,ILA,Illinois,12671821,,5389597,44.6
2021-06-23,IN,INA,Indiana,6732219,,2553737,39.2
2021-06-23,KS,KSA,Kansas,2913314,,1161986,41.1
2021-06-23,KY,KYA,Kentucky,4467673,,1837424,42.4
2021-06-23,LA,LAA,Louisiana,4648794,,1548407,33.9
2021-06-23,MA,MAA,Massachusetts,6892503,,3936607,60.2
2021-06-23,MD,MDA,Maryland,6045680,,3111673,54.2
2021-06-23,ME,MEA,Maine,1344212,,776195,60.3
2021-06-23,MH,MHA,Marshall Islands,58413,,15301,26.2
2021-06-23,MI,MIA,Michigan,9986857,,4438650,46.2
2021-06-23,MN,MNA,Minnesota,5639632,,2702744,50.4
2021-06-23,MO,MOA,Missouri,6137428,,2274967,38.2
2021-06-23,MP,MPA,Northern Mariana Islands,56882,,24327,45.1
2021-06-23,MS,MSA,Mississippi,2976149,,856235,29.2
2021-06-23,MT,MTA,Montana,1068778,,432376,41.7
2021-06-23,NC,NCA,North Carolina,10488084,,3932810,38.8
2021-06-23,ND,NDA,North Dakota,762062,,285035,38.3
2021-06-23,NE,NEA,Nebraska,1934408,,852857,45.8
2021-06-23,NH,NHA,New Hampshire,1359711,,715129,54.9
2021-06-23,NJ,NJA,New Jersey,8882190,,4677961,55.1
2021-06-23,NM,NMA,New Mexico,2096829,,1051240,52.6
2021-06-23,NV,NVA,Nevada,3080156,,1220392,40.8
2021-06-23,NY,NYA,New York State,19453561,,9824901,52.5
2021-06-23,OH,OHA,Ohio,11689100,,4943709,43.8
2021-06-23,OK,OKA,Oklahoma,3956971,,1443275,37.4
2021-06-23,OR,ORA,Oregon,4217737,,2085154,51.8
2021-06-23,PA,PAA,Pennsylvania,12801989,,6019590,48.7
2021-06-23,PR,PRA,Puerto Rico,3193694,,1335496,43.5
2021-06-23,RI,RIA,Rhode Island,1059361,,582317,57.5
2021-06-23,RP,RPA,Republic of Palau,17907,,12781,71.4
2021-06-23,SC,SCA,South Carolina,5148714,,1877320,37.4
2021-06-23,SD,SDA,South Dakota,884659,,385041,44.8
2021-06-23,TN,TNA,Tennessee,6829174,,2313444,34.6
2021-06-23,TX,TXA,Texas,28995881,,11024772,40.0
2021-06-23,UT,UTA,Utah,3205958,,1105065,36.5
2021-06-23,VA,VAA,Virginia,8535519,,4104664,50.6
2021-06-23,VA2,VA2,Veterans Health,0,,2676223,0.0
2021-06-23,VI,VIA,Virgin Islands,104680,,33572,32.8
2021-06-23,VT,VTA,Vermont,623989,,381062,64.5
2021-06-23,WA,WAA,Washington,7614893,,3861577,53.1
2021-06-23,WI,WIA,Wisconsin,5822434,,2698818,48.1
2021-06-23,WV,WVA,West Virginia,1792147,,634838,36.6
2021-06-23,WY,WYA,Wyoming,578759,,191342,33.8
2021-06-23,LTC,LTC,Long Term Care,,,,
2021-06-24,US,USA,United States,331996199,,145236522,45.6
2021-06-24,AK,AKA,Alaska,731545,,293644,42.0
2021-06-24,AL,ALA,Alabama,4903185,,1549580,32.1
2021-06-24,AR,ARA,Arkansas,3017804,,985425,33.6
2021-06-24,AS,ASA,American Samoa,55689,,19990,37.3
2021-06-24,AZ,AZA,Arizona,7278717,,2760698,39.4
2021-06-24,BP2,BP2,Bureau of Prisons,0,,95181,0.0
2021-06-24,CA,CAA,California,39512223,,18237972,48.6
2021-06-24,CO,COA,Colorado,5758736,,2771849,50.7
2021-06-24,CT,CTA,Connecticut,3565287,,2008109,59.3
2021-06-24,DC,DCA,District of Columbia,705749,,352144,51.0
2021-06-24,DD2,DD2,Dept of Defense,0,,1695015,0.0
2021-06-24,DE,DEA,Delaware,973764,,451346,48.3
2021-06-24,FL,FLA,Florida,21477737,,9306355,44.4
2021-06-24,FM,FMA,Federated States of Micronesia,103643,,24466,23.6
2021-06-24,GA,GAA,Georgia,10617423,,3663212,35.4
2021-06-24,GU,GUA,Guam,165768,,80851,51.4
2021-06-24,HI,HIA,Hawaii,1415872,,696797,51.2
2021-06-24,IA,IAA,Iowa,3155070,,1437587,47.3
2021-06-24,ID,IDA,Idaho,1787065,,632065,35.4
2021-06-24,IH2,IH2,Indian Health Svc,2082813,,621992,31.4
2021-06-24,IL,ILA,Illinois,12671821,,5400739,44.7
2021-06-24,IN,INA,Indiana,6732219,,2559123,39.3
2021-06-24,KS,KSA,Kansas,2913314,,1163722,41.2
2021-06-24,KY,KYA,Kentucky,4467673,,1843379,42.5
2021-06-24,LA,LAA,Louisiana,4648794,,1552286,34.0
2021-06-24,MA,MAA,Massachusetts,6892503,,3944256,60.4
2021-06-24,MD,MDA,Maryland,6045680,,3121986,54.4
2021-06-24,ME,MEA,Maine,1344212,,777767,60.5
2021-06-24,MH,MHA,Marshall Islands,58413,,15301,26.2
2021-06-24,MI,MIA,Michigan,9986857,,4445727,46.3
2021-06-24,MN,MNA,Minnesota,5639632,,2707076,50.5
2021-06-24,MO,MOA,Missouri,6137428,,2280595,38.3
2021-06-24,MP,MPA,Northern Mariana Islands,56882,,24433,45.3
2021-06-24,MS,MSA,Mississippi,2976149,,856416,29.2
2021-06-24,MT,MTA,Montana,1068778,,433063,41.8
2021-06-24,NC,NCA,North Carolina,10488084,,3940878,38.9
2021-06-24,ND,NDA,North Dakota,762062,,285537,38.4
2021-06-24,NE,NEA,Nebraska,1934408,,873237,46.9
2021-06-24,NH,NHA,New Hampshire,1359711,,715377,54.9
2021-06-24,NJ,NJA,New Jersey,8882190,,4692554,55.3
2021-06-24,NM,NMA,New Mexico,2096829,,1055924,52.9
2021-06-24,NV,NVA,Nevada,3080156,,1223191,40.9
2021-06-24,NY,NYA,New York State,19453561,,9857263,52.7
2021-06-24,OH,OHA,Ohio,11689100,,4953884,43.9
2021-06-24,OK,OKA,Oklahoma,3956971,,1445878,37.5
2021-06-24,OR,ORA,Oregon,4217737,,2089444,51.9
2021-06-24,PA,PAA,Pennsylvania,12801989,,6037007,48.9
2021-06-24,PR,PRA,Puerto Rico,3193694,,1344011,43.8
2021-06-24,RI,RIA,Rhode Island,1059361,,583847,57.7
2021-06-24,RP,RPA,Republic of Palau,17907,,12787,71.4
2021-06-24,SC,SCA,South Carolina,5148714,,1881456,37.5
2021-06-24,SD,SDA,South Dakota,884659,,385513,44.8
2021-06-24,TN,TNA,Tennessee,6829174,,2317646,34.7
2021-06-24,TX,TXA,Texas,28995881,,11056770,40.1
2021-06-24,UT,UTA,Utah,3205958,,1109229,36.7
2021-06-24,VA,VAA,Virginia,8535519,,4117894,50.8
2021-06-24,VA2,VA2,Veterans Health,0,,2679051,0.0
2021-06-24,VI,VIA,Virgin Islands,104680,,33678,32.9
2021-06-24,VT,VTA,Vermont,623989,,381507,64.6
2021-06-24,WA,WAA,Washington,7614893,,3873763,53.3
2021-06-24,WI,WIA,Wisconsin,5822434,,2703753,48.2
2021-06-24,WV,WVA,West Virginia,1792147,,636447,36.7
2021-06-24,WY,WYA,Wyoming,578759,,191420,33.8
2021-06-24,LTC,LTC,Long Term Care,,,,
2021-06-25,US,USA,United States,331996199,,145498715,45.7
2021-06-25,AK,AKA,Alaska,731545,,294089,42.1
2021-06-25,AL,ALA,Alabama,4903185,,1549823,32.1
2021-06-25,AR,ARA,Arkansas,3017804,,987730,33.7
2021-06-25,AS,ASA,American Samoa,55689,,20140,37.6
2021-06-25,AZ,AZA,Arizona,7278717,,2767547,39.5
2021-06-25,BP2,BP2,Bureau of Prisons,0,,95548,0.0
2021-06-25,CA,CAA,California,39512223,,18297886,48.8
2021-06-25,CO,COA,Colorado,5758736,,2778684,50.8
2021-06-25,CT,CTA,Connecticut,3565287,,2012350,59.5
2021-06-25,DC,DCA,District of Columbia,705749,,354645,51.4
2021-06-25,DD2,DD2,Dept of Defense,0,,1702678,0.0
2021-06-25,DE,DEA,Delaware,973764,,452415,48.4
2021-06-25,FL,FLA,Florida,21477737,,9353462,44.7
2021-06-25,FM,FMA,Federated States of Micronesia,103643,,24651,23.8
2021-06-25,GA,GAA,Georgia,10617423,,3663745,35.4
2021-06-25,GU,GUA,Guam,165768,,82958,53.4
2021-06-25,HI,HIA,Hawaii,1415872,,698212,51.4
2021-06-25,IA,IAA,Iowa,3155070,,1439945,47.4
2021-06-25,ID,IDA,Idaho,1787065,,633651,35.5
2021-06-25,IH2,IH2,Indian Health Svc,2082813,,622988,31.4
2021-06-25,IL,ILA,Illinois,12671821,,5413852,44.8
2021-06-25,IN,INA,Indiana,6732219,,2564536,39.4
2021-06-25,KS,KSA,Kansas,2913314,,1165653,41.3
2021-06-25,KY,KYA,Kentucky,4467673,,1847525,42.6
2021-06-25,LA,LAA,Louisiana,4648794,,1558549,34.2
2021-06-25,MA,MAA,Massachusetts,6892503,,3951727,60.5
2021-06-25,MD,MDA,Maryland,6045680,,3130272,54.6
2021-06-25,ME,MEA,Maine,1344212,,778856,60.6
2021-06-25,MH,MHA,Marshall Islands,58413,,15301,26.2
2021-06-25,MI,MIA,Michigan,9986857,,4455283,46.4
2021-06-25,MN,MNA,Minnesota,5639632,,2712307,50.7
2021-06-25,MO,MOA,Missouri,6137428,,2285083,38.4
2021-06-25,MP,MPA,Northern Mariana Islands,56882,,24545,45.7
2021-06-25,MS,MSA,Mississippi,2976149,,859797,29.3
2021-06-25,MT,MTA,Montana,1068778,,433725,41.9
2021-06-25,NC,NCA,North Carolina,10488084,,3948672,39.0
2021-06-25,ND,NDA,North Dakota,762062,,286082,38.5
2021-06-25,NE,NEA,Nebraska,1934408,,874946,47.1
2021-06-25,NH,NHA,New Hampshire,1359711,,718319,55.2
2021-06-25,NJ,NJA,New Jersey,8882190,,4567970,53.8
2021-06-25,NM,NMA,New Mexico,2096829,,1062269,53.2
2021-06-25,NV,NVA,Nevada,3080156,,1223357,40.9
2021-06-25,NY,NYA,New York State,19453561,,9883073,52.8
2021-06-25,OH,OHA,Ohio,11689100,,4965723,44.1
2021-06-25,OK,OKA,Oklahoma,3956971,,1455251,37.8
2021-06-25,OR,ORA,Oregon,4217737,,2094904,52.1
2021-06-25,PA,PAA,Pennsylvania,12801989,,6050472,49.0
2021-06-25,PR,PRA,Puerto Rico,3193694,,1360860,44.5
2021-06-25,RI,RIA,Rhode Island,1059361,,585122,57.9
2021-06-25,RP,RPA,Republic of Palau,17907,,12788,71.4
2021-06-25,SC,SCA,South Carolina,5148714,,1886237,37.6
2021-06-25,SD,SDA,South Dakota,884659,,386082,44.9
2021-06-25,TN,TNA,Tennessee,6829174,,2322534,34.8
2021-06-25,TX,TXA,Texas,28995881,,11092726,40.3
2021-06-25,UT,UTA,Utah,3205958,,1109339,36.7
2021-06-25,VA,VAA,Virginia,8535519,,4118935,50.8
2021-06-25,VA2,VA2,Veterans Health,0,,2681679,0.0
2021-06-25,VI,VIA,Virgin Islands,104680,,33836,33.1
2021-06-25,VT,VTA,Vermont,623989,,382146,64.7
2021-06-25,WA,WAA,Washington,7614893,,3885616,53.5
2021-06-25,WI,WIA,Wisconsin,5822434,,2709212,48.3
2021-06-25,WV,WVA,West Virginia,1792147,,637640,36.8
2021-06-25,WY,WYA,Wyoming,578759,,192257,34.0
2021-06-25,LTC,LTC,Long Term Care,,,,
2021-06-26,US,USA,United States,331996199,,145953390,45.8
2021-06-26,AK,AKA,Alaska,731545,,295890,42.4
2021-06-26,AL,ALA,Alabama,4903185,,1553006,32.2
2021-06-26,AR,ARA,Arkansas,3017804,,990125,33.8
2021-06-26,AS,ASA,American Samoa,55689,,20161,37.7
2021-06-26,AZ,AZA,Arizona,7278717,,2775770,39.6
2021-06-26,BP2,BP2,Bureau of Prisons,0,,95899,0.0
2021-06-26,CA,CAA,California,39512223,,18351993,49.0
2021-06-26,CO,COA,Colorado,5758736,,2790910,51.1
2021-06-26,CT,CTA,Connecticut,3565287,,2017925,59.7
2021-06-26,DC,DCA,District of Columbia,705749,,355377,51.5
2021-06-26,DD2,DD2,Dept of Defense,0,,1711076,0.0
2021-06-26,DE,DEA,Delaware,973764,,454208,48.6
2021-06-26,FL,FLA,Florida,21477737,,9384367,44.9
2021-06-26,FM,FMA,Federated States of Micronesia,103643,,24651,23.8
2021-06-26,GA,GAA,Georgia,10617423,,3664322,35.4
2021-06-26,GU,GUA,Guam,165768,,82994,53.4
2021-06-26,HI,HIA,Hawaii,1415872,,699388,51.5
2021-06-26,IA,IAA,Iowa,3155070,,1442634,47.5
2021-06-26,ID,IDA,Idaho,1787065,,635899,35.6
2021-06-26,IH2,IH2,Indian Health Svc,2082813,,623851,31.5
2021-06-26,IL,ILA,Illinois,12671821,,5431901,45.0
2021-06-26,IN,INA,Indiana,6732219,,2570342,39.5
2021-06-26,KS,KSA,Kansas,2913314,,1168682,41.4
2021-06-26,KY,KYA,Kentucky,4467673,,1852703,42.8
2021-06-26,LA,LAA,Louisiana,4648794,,1558887,34.2
2021-06-26,MA,MAA,Massachusetts,6892503,,3960207,60.7
2021-06-26,MD,MDA,Maryland,6045680,,3131099,54.6
2021-06-26,ME,MEA,Maine,1344212,,779972,60.7
2021-06-26,MH,MHA,Marshall Islands,58413,,15301,26.2
2021-06-26,MI,MIA,Michigan,9986857,,4466009,46.6
2021-06-26,MN,MNA,Minnesota,5639632,,2719191,50.8
2021-06-26,MO,MOA,Missouri,6137428,,2291511,38.5
2021-06-26,MP,MPA,Northern Mariana Islands,56882,,24623,45.8
2021-06-26,MS,MSA,Mississippi,2976149,,859930,29.3
2021-06-26,MT,MTA,Montana,1068778,,434942,42.0
2021-06-26,NC,NCA,North Carolina,10488084,,3955526,39.0
2021-06-26,ND,NDA,North Dakota,762062,,286674,38.6
2021-06-26,NE,NEA,Nebraska,1934408,,875013,47.1
2021-06-26,NH,NHA,New Hampshire,1359711,,718508,55.2
2021-06-26,NJ,NJA,New Jersey,8882190,,4597066,54.2
2021-06-26,NM,NMA,New Mexico,2096829,,1065039,53.4
2021-06-26,NV,NVA,Nevada,3080156,,1229320,41.1
2021-06-26,NY,NYA,New York State,19453561,,9925939,53.1
2021-06-26,OH,OHA,Ohio,11689100,,4975106,44.2
2021-06-26,OK,OKA,Oklahoma,3956971,,1458610,37.9
2021-06-26,OR,ORA,Oregon,4217737,,2103995,52.3
2021-06-26,PA,PAA,Pennsylvania,12801989,,6067992,49.2
2021-06-26,PR,PRA,Puerto Rico,3193694,,1378630,45.1
2021-06-26,RI,RIA,Rhode Island,1059361,,586921,58.1
2021-06-26,RP,RPA,Republic of Palau,17907,,12788,71.4
2021-06-26,SC,SCA,South Carolina,5148714,,1891674,37.8
2021-06-26,SD,SDA,South Dakota,884659,,386681,45.0
2021-06-26,TN,TNA,Tennessee,6829174,,2328237,34.9
2021-06-26,TX,TXA,Texas,28995881,,11153158,40.5
2021-06-26,UT,UTA,Utah,3205958,,1109431,36.7
2021-06-26,VA,VAA,Virginia,8535519,,4129402,51.0
2021-06-26,VA2,VA2,Veterans Health,0,,2684255,0.0
2021-06-26,VI,VIA,Virgin Islands,104680,,33978,33.2
2021-06-26,VT,VTA,Vermont,623989,,382733,64.8
2021-06-26,WA,WAA,Washington,7614893,,3898712,53.7
2021-06-26,WI,WIA,Wisconsin,5822434,,2717951,48.5
2021-06-26,WV,WVA,West Virginia,1792147,,638237,36.8
2021-06-26,WY,WYA,Wyoming,578759,,192722,34.1
2021-06-26,LTC,LTC,Long Term Care,,,,
2021-06-27,US,USA,United States,331996199,,146691387,46.1
2021-06-27,AK,AKA,Alaska,731545,,296739,42.6
2021-06-27,AL,ALA,Alabama,4903185,,1558177,32.3
2021-06-27,AR,ARA,Arkansas,3017804,,993760,33.9
2021-06-27,AS,ASA,American Samoa,55689,,20161,37.7
2021-06-27,AZ,AZA,Arizona,7278717,,2787974,39.8
2021-06-27,BP2,BP2,Bureau of Prisons,0,,95899,0.0
2021-06-27,CA,CAA,California,39512223,,18477971,49.4
2021-06-27,CO,COA,Colorado,5758736,,2808179,51.4
2021-06-27,CT,CTA,Connecticut,3565287,,2028420,60.0
2021-06-27,DC,DCA,District of Columbia,705749,,357308,51.8
2021-06-27,DD2,DD2,Dept of Defense,0,,1711076,0.0
2021-06-27,DE,DEA,Delaware,973764,,459541,49.2
2021-06-27,FL,FLA,Florida,21477737,,9385507,44.9
2021-06-27,FM,FMA,Federated States of Micronesia,103643,,24831,24.0
2021-06-27,GA,GAA,Georgia,10617423,,3664799,35.5
2021-06-27,GU,GUA,Guam,165768,,83583,53.9
2021-06-27,HI,HIA,Hawaii,1415872,,700106,51.6
2021-06-27,IA,IAA,Iowa,3155070,,1447515,47.7
2021-06-27,ID,IDA,Idaho,1787065,,639443,35.8
2021-06-27,IH2,IH2,Indian Health Svc,2082813,,624650,31.6
2021-06-27,IL,ILA,Illinois,12671821,,5483796,45.5
2021-06-27,IN,INA,Indiana,6732219,,2578476,39.6
2021-06-27,KS,KSA,Kansas,2913314,,1173454,41.6
2021-06-27,KY,KYA,Kentucky,4467673,,1862305,43.0
2021-06-27,LA,LAA,Louisiana,4648794,,1565266,34.3
2021-06-27,MA,MAA,Massachusetts,6892503,,3974411,61.0
2021-06-27,MD,MDA,Maryland,6045680,,3187221,55.6
2021-06-27,ME,MEA,Maine,1344212,,780263,60.7
2021-06-27,MH,MHA,Marshall Islands,58413,,15301,26.2
2021-06-27,MI,MIA,Michigan,9986857,,4466389,46.6
2021-06-27,MN,MNA,Minnesota,5639632,,2728059,51.0
2021-06-27,MO,MOA,Missouri,6137428,,2300896,38.7
2021-06-27,MP,MPA,Northern Mariana Islands,56882,,24623,45.8
2021-06-27,MS,MSA,Mississippi,2976149,,860054,29.3
2021-06-27,MT,MTA,Montana,1068778,,436506,42.2
2021-06-27,NC,NCA,North Carolina,10488084,,3964892,39.2
2021-06-27,ND,NDA,North Dakota,762062,,287128,38.7
2021-06-27,NE,NEA,Nebraska,1934408,,875120,47.1
2021-06-27,NH,NHA,New Hampshire,1359711,,718751,55.2
2021-06-27,NJ,NJA,New Jersey,8882190,,4639940,54.8
2021-06-27,NM,NMA,New Mexico,2096829,,1067640,53.6
2021-06-27,NV,NVA,Nevada,3080156,,1239842,41.5
2021-06-27,NY,NYA,New York State,19453561,,10032519,53.7
2021-06-27,OH,OHA,Ohio,11689100,,4989821,44.3
2021-06-27,OK,OKA,Oklahoma,3956971,,1465021,38.1
2021-06-27,OR,ORA,Oregon,4217737,,2110270,52.5
2021-06-27,PA,PAA,Pennsylvania,12801989,,6078737,49.3
2021-06-27,PR,PRA,Puerto Rico,3193694,,1378700,45.1
2021-06-27,RI,RIA,Rhode Island,1059361,,589378,58.3
2021-06-27,RP,RPA,Republic of Palau,17907,,13097,73.1
